0,1,2,3,4,5,6,7,8,9,10
13082,12987,13331,8731,11134,4169,14716,9942,11366,13474,7556
13083,6003,4447,1861,12527,8689,3353,4052,15751,14213,8465
13084,12796,11332,7797,9576,15665,12641,12708,6257,5921,6889
13085,4050,12652,4732,11024,10378,9836,13372,15330,12217,9555
13086,16051,3624,8640,9454,16109,4481,8073,7316,8712,10396
13087,9666,13257,13989,3840,2022,344,12435,2888,14322,13144
13088,13989,9836,2667,9120,681,1219,11371,12652,15328,1427
13089,4228,8219,771,12,6199,8779,8071,14016,1031,15313
13090,14308,12646,15909,1829,10995,15802,8770,7505,5961,3557
13091,13432,15478,4445,12551,5483,274,10206,10083,7831,3640
13092,11185,9540,6026,6584,8863,14098,12887,15723,15534,5410
13093,2797,7001,13599,12340,9244,14769,599,14450,180,14700
13094,10555,13810,15434,14036,14742,15979,3688,15911,14943,4568
13095,4301,704,14814,15499,14246,10754,13193,14538,13533,9262
13096,10492,11208,10026,14626,134,4353,11046,6007,15449,9504
13097,5751,11530,8877,2503,633,732,11767,4448,3332,8708
13098,13280,13554,11502,11972,14213,9321,8327,4394,15492,14874
13099,10334,5791,4561,14703,3352,3869,5559,2537,8403,9741
13100,2932,140,876,1888,14350,6603,10974,10333,11279,11137
13101,3318,786,14733,13251,12038,11105,15357,3132,6588,12169
13102,9860,13603,14288,14621,3489,4457,1539,14451,13349,1415
13103,9601,7648,12332,11963,5795,1106,11133,1534,11913,13305
13104,15555,13580,4411,5393,3909,14800,4474,9791,7970,14988
13105,4954,834,152,170,874,119,326,1210,3151,9893
13106,13242,9386,11392,14547,3057,3832,8641,6131,2022,8967
13107,10975,8769,13682,14356,14091,12923,4646,11101,5728,11253
13108,1153,6316,12216,7850,530,1394,6042,5024,977,7602
13109,9483,13709,7759,3130,273,5384,6462,9402,6186,3869
13110,15853,15844,5870,1066,5775,6391,3522,11292,13743,732
13111,10663,914,2705,7010,8995,5717,14932,7566,11100,7209
13112,13761,15590,8363,9632,14499,15774,4225,15376,11387,14450
13113,14876,2404,13668,7157,14203,2033,13520,3133,10885,10453
13114,1963,4161,196,147,10190,14601,2400,12753,11647,7077
13115,9073,1180,7396,8993,8740,1552,1513,393,3028,14340
13116,12063,11753,34,5715,10995,9197,10009,11176,4411,9657
13117,1685,14638,2967,15497,4466,9674,3841,6295,3995,1250
13118,12653,14152,4251,2614,10946,11569,5641,13479,5645,13753
13119,9159,10158,3127,11790,7910,8696,16126,13405,15595,16042
13120,6016,14496,9330,3483,7043,2362,3007,5916,10310,11609
13121,5863,3317,3392,3380,7972,7583,6982,3543,7378,6044
13122,13693,11238,16017,2222,8774,13743,15170,1652,11114,11741
13123,4225,15774,4128,15376,11387,14786,2574,9632,15938,13112
13124,15508,13843,6538,14479,11953,4415,8190,6046,9015,11681
13125,14685,11134,9493,9775,10998,814,5239,9305,10814,4169
13126,11811,14795,7665,14338,10898,5184,6739,1617,3734,7670
13127,13149,2608,537,12654,1093,8471,16045,12618,13477,8560
13128,6338,15383,6348,72,4731,3800,8401,9111,7663,8452
13129,14659,4614,1410,7841,1692,6971,13704,9810,13451,7326
13130,3428,4370,4419,9243,4646,5929,3763,2137,12775,12448
13131,5292,1365,11423,8292,9022,3310,3636,10879,12942,4689
13132,6478,8664,1315,545,11088,1477,11127,7917,8961,14784
13133,5721,4566,813,10873,13275,8054,11705,10695,238,2020
13134,13262,10145,6258,15712,4528,3425,14584,1225,1722,12302
13135,4728,2989,3917,16030,3838,7774,9880,11085,11330,5883
13136,7297,12948,15903,6974,3121,9647,15607,11105,14766,13017
13137,4933,2271,12302,7122,9508,12863,3116,6219,11693,14018
13138,15589,6727,13295,9905,8039,15893,3873,2889,14610,5584
13139,11099,8418,8618,8975,2696,8481,13219,1417,4408,11825
13140,14800,8099,5393,5603,3009,9040,1593,1383,4523,13449
13141,11663,1795,10333,12975,5353,11897,2968,14451,8266,10165
13142,14775,10009,9770,14963,9315,2916,9153,15844,2448,10861
13143,122,1040,5029,15344,139,4235,9426,2408,3871,13984
13144,552,870,2022,2469,2090,3367,3405,3883,11739,2278
13145,10726,1581,15604,842,1522,10757,15163,6337,11626,2808
13146,4454,2492,7005,12287,2138,4761,10393,9393,14918,4167
13147,3428,15483,4284,3092,2472,10822,56,13792,14022,539
13148,11478,3709,6734,9313,10117,7956,15498,7689,7563,5010
13149,4747,13127,14034,12434,14174,8593,3007,8560,9466,12654
13150,10663,7381,3169,350,12937,14551,13946,9753,14000,369
13151,13954,6008,5632,10540,10165,14444,9432,13138,11811,9846
13152,7659,5058,13309,9918,2005,9943,3479,1811,3056,4198
13153,2351,4448,2506,8477,15264,2854,15832,2985,13892,3767
13154,8015,516,711,10009,3709,5459,10980,12302,11038,11238
13155,12460,4402,14846,1645,2742,12275,6175,15070,10623,1923
13156,15024,6080,4240,13705,7991,6277,5109,876,2932,1114
13157,11344,15338,2156,16014,15117,11660,8873,10338,9691,11541
13158,5126,9411,4361,6449,9791,15936,11834,13342,14544,9776
13159,4990,2088,7311,10798,9822,3846,14902,7987,11907,6286
13160,10757,4468,4996,6174,11674,14806,14474,15552,9888,15562
13161,6497,5821,10653,14250,14898,5698,10410,10865,12262,11215
13162,1475,8625,10664,4512,12538,12995,10044,10132,3375,8206
13163,13665,11745,13738,11119,5920,8271,13420,1250,9164,4859
13164,7649,9530,179,789,5138,8885,8684,13243,1724,9675
13165,10052,691,14606,7974,1595,5436,4257,5415,1009,4553
13166,2091,11755,3470,3996,8771,10556,6242,8926,3138,12025
13167,15770,9092,13920,14325,6225,4341,15143,2574,2432,13546
13168,7523,3456,1615,1354,14423,1748,1658,3375,12018,10132
13169,9801,10272,888,14613,15336,9527,15949,12186,9873,14625
13170,7838,981,15564,1420,8085,8530,4179,4802,15698,11149
13171,7211,324,10148,8420,2054,5525,9261,12499,2935,9917
13172,10672,1867,689,13177,9001,928,5122,5893,7581,15051
13173,228,13938,13391,14887,5127,7932,2899,4570,5648,8229
13174,1708,9449,12243,8704,6857,12435,1095,5100,4551,6730
13175,10996,11262,14589,10717,5420,3708,8210,14513,4698,16109
13176,6575,2039,9183,6627,6652,15481,6436,6946,7901,2143
13177,12937,928,9930,9241,14203,4368,1116,1321,15795,10677
13178,644,9288,4851,11763,2139,12781,14731,6126,1839,2476
13179,8873,12578,5174,4488,6144,15220,14520,13348,12316,6109
13180,12216,15580,2835,977,6042,922,10386,5508,3882,2656
13181,12799,3909,196,15161,8556,7077,15272,13034,12753,11810
13182,11074,4958,13971,6616,12155,5025,13595,4883,13277,10119
13183,2136,827,10987,6267,2108,8749,2664,10583,1508,9368
13184,13788,10028,10953,12654,7648,927,12431,11045,7082,5012
13185,11831,13765,15565,15404,9940,6296,12527,4547,11188,15111
13186,223,287,9064,8955,3114,7665,8546,5576,11811,13126
13187,11010,12881,11477,15896,9987,15984,16084,8634,12829,6798
13188,12247,9776,5383,12659,14416,1677,8851,4532,5083,15670
13189,15283,4383,3019,5098,6375,1047,10293,264,6382,14183
13190,6408,3353,2076,10607,8072,8372,13280,11505,13508,1751
13191,3006,15430,3999,6569,4242,7779,1766,10022,13617,4743
13192,4111,3710,6907,12316,7276,1581,6109,11357,4775,6971
13193,13533,7883,15384,4301,1983,4588,2143,1929,9262,9165
13194,8795,11349,8772,15130,3789,5445,9376,3796,5702,12090
13195,5958,6220,6370,1399,14,5806,8166,9971,2273,2183
13196,14209,6112,6640,16015,5100,5148,7596,3567,4679,558
13197,575,15956,12752,2090,13749,11999,3367,870,2017,7581
13198,11578,10418,11536,10887,6340,6624,8387,6639,9314,4529
13199,3357,15921,5850,10026,15427,4912,2460,8558,14392,13424
13200,15479,10248,4396,4306,978,9748,14987,3212,13520,1175
13201,5524,3878,3458,11499,5342,6091,15422,5382,6,9153
13202,9126,934,5432,15446,10884,7966,13988,3463,8818,7351
13203,4636,10257,9311,4741,2513,8251,13236,5512,5303,11742
13204,12390,14562,7875,10612,15608,9959,15961,15748,10919,8899
13205,478,7151,2894,2253,7796,9719,14176,363,6994,1371
13206,10076,10891,7185,7349,612,14195,5433,134,14072,13436
13207,12698,14374,15008,4529,14084,12050,8505,7806,15602,10620
13208,9346,8917,2741,6583,4680,8142,2078,13324,15379,12742
13209,9663,690,747,1055,6875,12392,3802,3865,12098,9221
13210,4788,303,12498,7683,258,252,9127,4534,5456,3221
13211,8280,3634,10931,11150,10188,3773,14012,11614,6472,8315
13212,999,1669,1328,14098,6954,14176,3269,11217,3871,5277
13213,8894,15481,7615,704,9183,4588,2143,11287,11110,7032
13214,6279,15932,9708,10938,8119,14789,5829,106,14873,370
13215,8538,10822,11127,14934,5957,5088,4430,1030,4751,12162
13216,6598,10940,9506,8560,537,12217,4773,1849,930,7562
13217,5315,40,2785,12526,5579,41,15924,9182,11487,1534
13218,3058,187,2634,15242,5083,14758,14638,12482,1848,9674
13219,10712,13917,403,1816,9903,10284,1936,2473,10189,11415
13220,4576,11257,7205,5417,13988,5100,774,7403,10717,351
13221,15180,14351,8083,9846,15852,1403,14621,11085,9860,2622
13222,2908,14320,5805,11939,5547,2903,367,1971,14354,5108
13223,13270,9409,15439,15296,10417,13850,10607,14231,12050,9940
13224,10932,13793,13450,3769,15928,7346,14728,16071,14916,13665
13225,13343,6759,9824,10692,1956,5655,12067,2246,4970,2140
13226,283,6539,11643,8494,2517,15230,1922,406,5769,433
13227,9003,7470,1963,5397,13282,11446,8110,16088,2703,12106
13228,8504,1574,15223,3226,524,4505,1634,3654,2635,6224
13229,5051,9134,3277,7710,3335,1522,7789,10975,7736,13626
13230,10562,6992,2964,776,10626,6374,364,9046,7823,13044
13231,9937,3393,10728,10135,15827,10023,10346,12943,4448,8553
13232,11417,13477,14345,6757,9582,3791,8471,12618,4155,9062
13233,12124,13895,7720,7019,2293,6503,10312,7538,4872,9865
13234,15236,2042,3524,16021,8193,6735,15108,13266,2505,2855
13235,8824,10565,2367,13508,3093,12179,6882,1717,13335,2401
13236,10257,8251,1202,13203,4636,5759,11742,9311,5512,2513
13237,10379,15134,6648,10448,8264,5211,7202,14277,1804,13466
13238,12699,1364,6916,8447,7247,6945,11238,13792,3870,15650
13239,9169,1824,4830,9884,2181,1306,6954,15001,2106,1351
13240,489,13388,9723,7593,4501,3266,15234,16011,5480,5739
13241,11330,6552,14886,12852,13074,11897,5202,1006,10732,9886
13242,13106,8052,2037,5788,5302,3057,4468,7424,3026,12428
13243,8885,15958,13267,9893,6072,3513,10921,12032,394,1325
13244,3802,7048,6910,13019,7168,13759,3713,3246,8961,9221
13245,13184,12654,10028,2083,7648,13221,14859,6804,7216,8524
13246,6242,7953,15922,3303,5013,7210,15379,2838,14112,4304
13247,10783,9890,10884,3188,2381,12,8608,16032,2234,5335
13248,777,13542,877,13462,13165,691,10052,15719,5627,13683
13249,8447,13338,2295,7975,13622,8279,6916,1638,10508,537
13250,4276,11419,6123,8771,13824,16106,5158,10529,8430,5963
13251,13101,1096,3425,3544,8321,557,5138,2899,5454,2568
13252,14980,12122,11569,13957,3180,9260,14864,13352,11392,7387
13253,6593,9734,14119,13434,15412,14271,14511,9931,11655,10165
13254,13118,14484,3021,3209,7561,7210,4987,1693,3996,2846
13255,9956,10513,1682,5344,12880,13485,4538,11543,14294,7441
13256,9153,6385,5159,8447,6391,11238,262,1364,5290,12934
13257,8436,1104,9836,9666,3732,12929,941,13087,11471,5173
13258,11030,5385,11696,12919,6063,2326,2389,9351,1368,10308
13259,11074,7825,4958,12155,8514,13182,5025,4883,8164,3728
13260,11256,12615,9510,11273,9072,15999,8814,11590,6898,190
13261,15833,7993,11519,13874,8701,3359,9776,14319,9798,14498
13262,12687,14363,15712,14250,11321,5821,1756,11773,14898,15575
13263,12376,6646,12750,15216,15065,11727,9314,14599,14581,10930
13264,329,144,11032,2131,15402,3763,2863,8848,6088,13440
13265,13816,12193,5369,15071,4448,12180,3940,4245,14898,1106
13266,8445,1814,7566,1606,5317,3265,3002,3585,1623,9111
13267,3435,9725,11357,487,7986,3608,12118,4627,7326,4415
13268,4172,13501,12493,8398,10981,7873,15866,9641,2040,6267
13269,13402,14318,7427,2918,15445,10317,10969,11764,63,2385
13270,12872,15296,13223,8628,15439,9409,7307,3156,7578,4702
13271,3177,10746,3008,12261,3419,12813,668,14215,10456,9319
13272,15664,14672,15111,4528,5537,1431,14837,10083,15730,14301
13273,12953,8124,11460,9174,13534,10308,3869,6834,3085,7519
13274,6316,7850,1394,530,285,1759,3552,5106,7405,10204
13275,6300,10873,10695,6299,7793,110,446,13627,13505,481
13276,10143,4157,12588,10545,4243,12664,6207,2394,4753,8127
13277,9089,13595,9412,6286,12309,9227,183,5025,4958,6905
13278,8093,11065,6772,64,6979,2669,2153,9055,6177,453
13279,5545,12847,5472,4251,16109,11425,7123,13475,3640,11114
13280,15492,10377,12179,8327,3718,7152,1717,4394,15565,11505
13281,5780,6357,4418,3409,1725,6621,8774,1652,3665,9371
13282,5397,14817,8318,944,12106,7702,11446,1604,14601,45
13283,1695,229,7507,139,1315,8664,6231,51,4066,4196
13284,5530,2086,13046,14494,2702,2199,4566,2707,279,5721
13285,9877,10297,721,15697,5362,14534,6661,11163,8614,10336
13286,12118,15891,5430,13234,786,5464,14449,111,15670,3845
13287,7828,2460,9778,14078,10262,6252,15448,16126,10978,11208
13288,16086,15510,15621,3481,15318,7192,15885,15931,10063,7913
13289,3802,7806,14961,7849,771,6931,5821,6690,14677,7900
13290,3076,6609,11592,1979,8819,14072,10079,5597,2683,9210
13291,6431,6266,7385,2576,5998,3795,14728,11786,7890,10053
13292,1756,1706,15357,15903,2105,10426,11294,11105,12949,13079
13293,10764,1714,10667,15312,4001,8664,2030,8533,7275,13982
13294,14280,9442,6047,14062,11743,10253,14330,16003,5405,14061
13295,7766,4128,7774,2135,13138,9586,6074,2047,10811,5831
13296,5486,12162,15036,14098,7542,2248,4001,3904,10240,13803
13297,3610,9026,7241,1728,11642,15276,2691,15052,6497,13724
13298,11793,546,766,9148,3657,12667,12159,7802,3402,13163
13299,504,5887,3239,10753,2273,5806,2197,2007,8279,3428
13300,8076,3535,9496,3680,6982,12559,3392,4208,7583,2747
13301,3712,13073,4429,1746,13590,9169,7507,15344,3499,6838
13302,11188,8692,9780,12333,11902,15492,1215,340,15294,8865
13303,11469,14083,9514,9874,9083,8601,6556,10895,15811,6455
13304,8076,15694,3415,12559,4208,3392,5633,7583,9496,3535
13305,3859,5044,0,11963,5577,3166,732,6077,5018,13430
13306,13324,13841,7206,7322,15801,9005,10412,2454,8749,6974
13307,9609,9772,15017,10846,5956,8034,15286,4109,9315,2847
13308,9049,5902,8964,8534,13784,6441,1888,10687,5541,13518
13309,2005,5058,9918,3056,8741,477,9129,9615,13152,12152
13310,1293,15834,4279,13968,11983,11349,8795,13018,5702,7822
13311,3186,11433,11720,13910,9228,5944,15026,48,10796,9619
13312,2489,8553,2275,14555,6110,13515,5238,2718,8988,2508
13313,6723,11243,8094,4794,6609,8286,11052,3349,6789,9736
13314,4956,8840,15030,10147,5855,8681,3236,2643,11906,15433
13315,8491,11367,5210,9623,10814,14831,4022,13223,4035,12556
13316,15132,13731,10180,15264,15730,15488,14303,14938,3969,11321
13317,10932,11174,10224,9871,13744,12195,10046,12452,14669,8386
13318,6599,1181,2076,7210,2732,12228,659,15575,10898,5771
13319,11290,11280,3693,3559,11233,14513,10038,8138,14530,835
13320,1773,1822,2139,6996,6945,2448,467,3830,13727,8015
13321,450,14120,9577,3180,3333,13884,1473,13537,7684,11569
13322,1943,4448,4310,6296,15712,5383,12111,11321,15071,8141
13323,2139,11812,13178,11274,4628,6352,6530,15095,7196,2244
13324,4680,15098,8749,5645,12720,9750,13306,9148,10412,15749
13325,7136,15942,2935,1124,6317,14026,2658,3635,249,3611
13326,9593,7118,4095,2167,960,1924,231,15698,13460,5758
13327,9954,12535,8547,1693,15052,9148,5483,10364,8288,8529
13328,12690,10297,6506,11907,131,4064,754,15183,10094,7103
13329,14006,12449,15312,12434,173,848,3521,1714,14515,12099
13330,981,9243,1502,8279,990,11371,11028,12832,2306,15650
13331,11764,13082,4169,4935,11134,12987,13766,9305,8731,9036
13332,1487,1036,3615,890,7523,3654,1146,1862,11005,9606
13333,10427,7320,10811,11671,9394,10789,14847,10471,11404,9523
13334,15420,618,13688,10591,11234,13503,6549,4833,12243,2987
13335,7155,12714,11693,5316,11128,675,8776,4021,15739,1697
13336,2486,2798,13521,2925,10586,2455,8795,14494,5916,2557
13337,12745,13743,6018,3739,7411,5393,8057,11238,2689,15585
13338,7975,14496,13249,9185,13622,2148,6016,11219,3692,7562
13339,10258,9267,4171,97,7657,2613,4839,4673,1287,66
13340,11063,7399,4252,13054,10569,6828,1388,101,10647,12674
13341,14381,2583,9118,11536,7276,5383,15059,6315,11867,3159
13342,12779,12061,8427,9411,2315,4971,10990,7209,14487,2201
13343,6759,9824,13225,4970,1956,12067,12109,10692,14216,8190
13344,4554,14321,9819,13595,8379,5894,6905,2572,9089,11216
13345,400,12546,3146,9519,13455,15275,1766,10825,10145,3844
13346,888,9738,9527,2779,3309,5846,3623,13169,2872,935
13347,2413,2180,10974,13462,13834,6386,11879,13815,3489,14288
13348,1321,14203,9928,12444,1634,7935,3277,12141,6474,7721
13349,7734,1202,9586,2264,9860,4128,6744,8251,9213,2818
13350,16034,13607,1796,2785,9192,9182,12526,14468,5579,8566
13351,11683,3147,15931,14651,12721,4523,8538,3355,8412,7905
13352,11569,3180,10085,15235,2538,9995,14943,3688,15528,5668
13353,11988,7447,13961,4085,2573,6815,6102,5013,15379,8923
13354,2027,7477,14635,7784,1142,9548,7072,4961,6304,13779
13355,13646,1680,13838,10404,7653,6994,12673,168,12586,11252
13356,10856,8831,14558,6308,12494,10223,8524,13741,15155,8119
13357,14854,9773,10661,15384,717,14712,13193,1983,909,9165
13358,7363,9444,12372,11740,1135,2455,6484,9037,5029,14346
13359,13127,4482,8951,6266,15067,12258,14791,8463,10207,265
13360,8124,7619,12017,16099,1007,5342,10482,10616,6746,3991
13361,6276,9220,7029,9839,1477,11172,51,14248,8480,15566
13362,3258,10543,3442,9661,8646,2967,4263,3120,13522,11887
13363,14302,11834,3203,5374,7686,3132,6735,7566,3694,3002
13364,15343,1104,9178,7998,3770,4732,4515,10009,11024,13085
13365,13440,2667,9330,6824,995,10365,16038,7833,6916,13238
13366,6474,4602,9922,4193,573,150,9167,10892,9700,2660
13367,15120,5183,12128,15155,14568,10802,12810,11703,13356,10856
13368,4678,2156,6275,15117,5175,12362,7927,10456,1131,6747
13369,15794,7783,15983,3595,5283,8737,4307,4640,7507,6714
13370,5951,3334,11878,7173,11144,16036,6633,3615,2635,4505
13371,10341,2033,1254,2408,6368,3047,9642,11149,14677,7885
13372,13851,15941,13085,15707,14164,2608,6476,262,14429,8349
13373,14689,12813,11522,9835,3441,493,11698,3133,14483,4226
13374,1932,15965,5832,2841,5402,11770,9108,2498,11075,447
13375,4504,6415,4428,565,15379,2753,1453,10103,15970,8640
13376,8329,4976,5599,9155,1051,2692,6121,15356,2813,15087
13377,15693,5725,3760,2208,15522,12037,11634,15500,5806,1000
13378,15519,12388,8751,7586,11057,688,1398,7921,15531,8910
13379,15251,2542,9242,8263,14017,13525,5754,14684,12335,11479
13380,11949,12516,4334,15072,7974,1009,11086,3020,298,10897
13381,1040,8961,7987,2287,1427,7539,915,14503,13997,10366
13382,5307,8648,7347,8474,8134,7812,6216,13257,5342,8368
13383,10716,10872,12129,15333,6650,12263,15952,3475,12237,12336
13384,6859,4053,8684,8300,358,12365,14185,1679,2241,7747
13385,8383,6804,7979,13664,2385,13918,10563,4268,1136,4374
13386,15616,5305,8727,2019,11104,5601,4474,5310,11274,15555
13387,12228,16109,15358,15836,5640,7807,16082,13491,15201,10584
13388,9723,13240,489,7593,4501,9582,6598,5480,4250,3266
13389,6317,9536,2487,12191,3515,7136,15942,6172,9086,8809
13390,15091,15478,10169,11392,801,15757,6131,1943,5338,11394
13391,7568,11493,4570,4515,9603,14879,1473,8270,8141,8779
13392,102,9123,3558,3025,15975,11534,8359,15039,3396,13668
13393,12845,881,8876,4876,2889,12134,14889,13047,15878,14842
13394,784,3228,138,8844,15133,9004,2006,7827,9151,2595
13395,139,947,11664,9870,9426,10758,6908,11740,8328,1135
13396,11624,9087,15155,1090,2889,15506,4855,9613,8785,15727
13397,9429,15307,12493,14909,12241,4172,15866,3026,3832,5583
13398,12993,13005,16116,2748,11263,7874,11252,10405,1908,8223
13399,2247,224,4214,6973,3082,13473,14394,1921,14723,4441
13400,10420,12183,13280,12735,11505,5771,2920,15492,1717,15565
13401,13812,3509,8381,9929,4063,5097,15301,7541,4417,6096
13402,14318,9036,12556,2918,13618,10814,11764,7979,10574,1567
13403,11699,4877,4716,10231,4228,9281,7088,7574,1878,6561
13404,10620,15639,13406,8389,6051,7356,14856,10368,12527,6284
13405,3127,13608,11998,14650,5455,8628,4337,7737,15657,1414
13406,14699,8389,14856,16059,13414,13950,4526,9580,15808,12527
13407,7225,1840,3141,8972,13611,9423,6060,6991,12765,2449
13408,7460,14061,6047,13775,14179,9442,6188,14333,11591,15711
13409,11494,4573,7594,10072,14026,3817,15942,9592,5370,5794
13410,3726,8975,919,655,5712,15997,7507,6969,9391,14362
13411,13970,13462,16013,14550,13604,13543,4028,6386,15415,9885
13412,14125,1292,9310,11762,2696,11195,8792,8481,1911,7106
13413,14709,3350,15859,7970,10472,14090,4048,6597,10888,9137
13414,15263,10552,8951,15503,14816,4482,3467,11215,9999,10185
13415,12716,5500,4257,274,12356,9949,3180,10158,1243,438
13416,3914,9498,14590,5910,2915,1797,12238,10976,1292,2494
13417,1294,240,11887,11642,1728,15245,3402,12729,13183,766
13418,3786,536,11670,8779,2455,5719,12594,12605,2844,776
13419,11036,6374,11437,8090,3514,9383,11553,3461,9303,2553
13420,1250,5920,11874,9674,8271,15433,5624,2105,10185,12518
13421,1008,2515,6062,10400,13846,7876,16061,15134,4445,14143
13422,4250,1323,1118,12127,6195,10212,2159,2255,7289,5961
13423,12473,4428,2653,3303,6241,6516,8435,7953,3719,13246
13424,9747,14443,8118,6113,5463,15449,11312,10026,7072,612
13425,2321,16044,5348,15171,13710,12476,14124,9165,15384,11512
13426,4929,5534,6794,9046,398,1501,992,257,9330,7955
13427,1516,4639,11954,2584,4852,12679,2061,12779,7220,3892
13428,14240,9499,14915,3125,7659,11574,8201,9122,10009,6285
13429,10582,2284,1136,11898,2161,10025,1547,13402,3847,940
13430,10440,7648,5191,13305,3208,15330,9185,5044,10011,7833
13431,961,6485,560,8498,6549,11164,11261,12213,10567,12768
13432,13091,8465,15056,7528,2898,13926,15544,5810,7696,4519
13433,11987,8681,8840,12907,5855,15030,15875,609,13420,8814
13434,15732,4489,10175,12645,13253,9734,14511,16041,12255,10391
13435,15389,1805,11353,9386,7818,13352,11392,15048,3180,10922
13436,4019,1182,10645,9773,4185,6990,7061,10127,15858,14468
13437,5422,7638,6348,7647,4132,6256,12870,5328,509,1950
13438,8658,3512,1307,14812,7574,4245,3420,14175,10060,4579
13439,9150,15479,11447,9913,7757,2792,16053,10183,8263,11544
13440,2863,6513,2131,11032,1502,14481,14437,15527,3461,9047
13441,16109,2117,10103,11136,8712,8814,12228,14523,14980,7843
13442,8100,1805,2925,3132,6786,8639,13696,15313,5530,4448
13443,8560,9683,12510,15343,12639,6633,103,68,6476,13762
13444,1160,5371,13829,1190,7461,11326,14105,8704,5906,2940
13445,6935,13596,5621,14154,2354,13934,3637,6549,16045,4308
13446,15718,5461,15418,13759,7939,6960,10747,13993,5649,10315
13447,5044,6990,13615,3827,11512,0,916,12326,6730,3066
13448,4797,409,15912,6567,6662,12495,96,13047,13982,3831
13449,13507,10986,3514,7648,14848,10953,5329,12431,2010,9040
13450,3769,15928,1099,10932,6951,13224,3721,1737,9170,7726
13451,10062,13129,12348,9619,15632,12952,5568,14576,10615,5104
13452,11775,3108,12336,15333,12263,5950,10075,6650,15952,10282
13453,136,9656,1389,1600,7982,1285,15061,129,9130,12765
13454,13108,12216,6316,7850,6042,530,8581,977,8179,1394
13455,1438,2083,14174,12165,7798,537,2807,9609,4250,8346
13456,15183,146,10183,3115,1350,16099,13328,7904,9542,11907
13457,9910,4515,14177,5302,935,9386,9178,13242,4468,3956
13458,12354,3972,7806,6507,7101,1416,4735,8579,13917,14961
13459,4350,458,3384,8495,7903,15571,11642,1728,3540,9026
13460,9642,11384,6368,560,7969,10903,6894,13655,15698,11149
13461,8552,4645,11708,10354,6125,6498,5847,15522,4058,1714
13462,13411,16013,8025,16107,3489,13543,13970,14550,15083,9885
13463,6208,12637,12502,9468,4746,6039,2186,4014,16014,2820
13464,3816,9521,3048,13909,557,4816,1695,5042,10794,10324
13465,749,14147,8895,9440,4675,9791,14089,8595,7099,6168
13466,5386,527,4021,10448,10685,1627,8244,9079,947,11979
13467,4540,4376,13193,14854,493,15546,909,1862,12929,13357
13468,2203,1144,10993,9420,6031,1752,2359,9545,6860,3846
13469,6850,3828,11273,4948,15506,15435,9105,12253,10946,5640
13470,6549,2537,11164,7606,3458,9943,12986,13020,12213,6071
13471,14992,7209,2039,3868,8714,11712,10306,13010,11834,2176
13472,7026,3297,15728,3342,12035,219,8774,7932,13556,491
13473,498,5160,15810,4337,16111,14221,13783,8168,4951,1671
13474,9942,16115,12987,5503,11772,11134,15773,11366,14685,14406
13475,13279,830,274,438,2527,4251,3640,13118,2497,5640
13476,12808,4415,12028,6538,12981,5348,1469,11953,11401,13065
13477,8804,13305,414,13232,2334,4730,4887,12196,265,537
13478,4146,15961,13681,8964,7845,2968,13518,14085,15732,9254
13479,11793,13441,8102,2974,2898,11136,15067,2125,15855,2173
13480,3026,13242,15307,15705,7424,9429,5651,13397,9779,107
13481,3766,12732,1955,10859,6348,481,7793,11590,4731,15363
13482,3461,13449,3514,6630,12775,14848,4370,15330,14720,10215
13483,14810,10336,14298,12408,5362,2436,8002,6787,13763,4134
13484,810,1907,9124,5171,8786,16067,1558,4566,1217,14919
13485,15800,2794,10332,10374,1239,183,15645,7033,7077,9
13486,15113,6077,14520,1707,3586,9243,9690,9463,6764,3980
13487,6865,10469,14688,7128,2699,3547,12784,11018,3246,6171
13488,375,14252,7900,14810,7677,15569,1086,12195,1996,7625
13489,3279,4860,7900,13289,4671,7806,3502,12098,13591,1055
13490,16107,3998,14612,10223,14614,12415,9958,2815,13959,855
13491,16109,11496,8712,13387,12228,4481,11070,12498,15201,10396
13492,6844,279,7568,2234,3548,10783,8133,10385,15934,11493
13493,157,1182,10564,2428,9988,16123,4625,4981,9642,4415
13494,7056,4630,5364,11981,12506,7306,11294,1128,15925,3714
13495,1482,14384,11379,7866,4730,13984,10900,2106,1435,4464
13496,10615,6318,15208,791,15996,13451,1921,27,15417,12138
13497,7,2188,15322,2997,918,153,4331,1595,2811,5436
13498,8290,3638,4927,6775,14461,2223,15730,7843,15389,10728
13499,11510,10770,9202,5406,9872,4062,5463,3247,2913,3082
13500,5214,11128,15226,199,7432,3217,15344,560,1819,1838
13501,4172,12493,13268,9647,12022,8433,3810,12192,8398,1238
13502,8417,8583,14322,7673,15562,1346,13582,9888,7878,8092
13503,4846,5897,7485,618,12156,15420,15803,6091,10591,13334
13504,5983,6479,951,7277,10215,6589,1014,2820,14720,6018
13505,15692,13275,10873,15260,10695,15379,11351,11705,6583,10183
13506,12542,628,2785,40,8490,4535,134,10334,574,12526
13507,13449,7648,10986,236,7141,2109,5929,3310,59,1949
13508,4527,6101,13235,13280,10565,5478,8824,2618,6431,6636
13509,15003,1343,11922,11287,3231,955,14627,10578,7186,8206
13510,6947,13550,7984,8999,12445,15525,3257,15825,7570,14966
13511,9635,11985,13931,15456,5196,14231,2841,7992,7880,6892
13512,16007,15236,3808,1860,5050,7350,15627,9281,5709,10231
